Iteration Mean StdDeviation
984 6.26047 0.177677
985 6.35828 0.484853
986 6.29379 0.256624
987 6.21065 1.88486e-07
988 6.23919 0.125237
989 6.38054 0.418171
990 6.23485 0.106246
991 6.4911 0.672561
992 6.48762 0.801521
993 6.39771 0.626053
994 6.29679 0.294113
995 6.25225 0.165722
996 6.21065 1.88486e-07
997 6.36961 0.581141
998 6.21065 1.88486e-07
999 6.21065 1.88486e-07
1000 6.2387 0.137621
1001 6.21135 0.0049094
1002 6.22367 0.0911497
1003 6.21103 0.00269657
1004 6.21435 0.0259233
1005 6.21065 1.88486e-07
1006 6.23185 0.085171
1007 6.37404 0.448495
1008 6.22086 0.0714894
1009 6.21065 1.88486e-07
1010 6.21065 1.88486e-07
1011 6.32003 0.280782
1012 6.23541 0.097145
1013 6.47537 0.68148
1014 6.72111 0.954318
1015 6.26786 0.196943
1016 6.66908 1.00952
1017 6.59863 0.940259
1018 6.21065 1.88486e-07
1019 6.27564 0.272306
1020 6.44385 0.673352
1021 6.21065 1.88486e-07
1022 6.21065 1.88486e-07
1023 6.21065 1.88486e-07
1024 6.21065 1.88486e-07
1025 6.21065 1.88486e-07
1026 6.26535 0.239099
1027 6.21065 1.88486e-07
1028 6.46036 0.604456
1029 6.24744 0.141979
1030 6.25154 0.145883
1031 6.21065 1.88486e-07
1032 6.21247 0.0127749
1033 6.21065 1.88486e-07
1034 6.21065 1.88486e-07
1035 6.21065 1.88486e-07
1036 6.21065 1.88486e-07
1037 6.35455 0.364542
1038 6.38178 0.504782
1039 6.25852 0.255399
1040 6.24796 0.134458
1041 6.32366 0.417319
1042 6.26356 0.234383
1043 7.10423 1.36863
1044 6.62941 0.919721
1045 7.36288 1.78453
1046 6.21065 1.88486e-07
1047 6.41048 0.482173
1048 6.3913 0.473404
1049 6.31084 0.373699
1050 6.25823 0.188578
1051 6.24317 0.159322
1052 6.38362 0.426392
1053 6.42829 0.635162
1054 6.21065 1.88486e-07
1055 6.37049 0.49941
1056 6.26157 0.232191
